operator_id,operator_name,skill_index,skill_name,skill_id,function_key,enhanced,unlock,elite,level
char_2023_ling,令,1,杯莫停,control_facCostReset_000,杯莫停,0,初始解锁,0,1
char_2023_ling,令,2,“山河远阔”,control_costToBD_000,“山河远阔”,0,精英 2 解锁,2,1
char_2024_chyue,重岳,1,知我为我,control_mp_cost&bd_up_000,知我为我,0,初始解锁,0,1
char_2024_chyue,重岳,2,孤光共照,control_mp_bd_cost_expand_000,孤光共照,0,精英 2 解锁,2,1
char_2025_shu,黍,1,春雷响，万物长,manu_cost_000,春雷响，万物长,0,初始解锁,0,1
char_2025_shu,黍,2,稻禾厚，顺秋收,manu_prod_spd_bd_300,稻禾厚，顺秋收,0,精英 2 解锁,2,1
char_2026_yu,余,1,调众口,dorm_rec_all&group_000,调众口,0,初始解锁,0,1
char_2026_yu,余,2,与人乐,train_spd_bd_000,与人乐,0,精英 2 解锁,2,1
char_2027_wang,望,1,权变,control_prod_tra_spd_000,权变,0,初始解锁,0,1
char_2027_wang,望,2,苦心孤诣,train_spd&level_000,苦心孤诣,0,精英 2 解锁,2,1
char_204_platnm,白金,1,狙击专精·α,train_spd&profession_040,狙击专精·α,0,初始解锁,0,1
char_204_platnm,白金,2,狙击专精·β,train_spd&profession_041,狙击专精·β,1,精英 2 提升,2,1
char_206_gnosis,灵知,1,幕后指挥,control_mp_cost&faction_030,幕后指挥,0,初始解锁,0,1
char_206_gnosis,灵知,2,精密计算,control_tra_limit&spd_000,精密计算,0,精英 2 解锁,2,1
char_208_melan,玫兰莎,1,供应管理,trade_ord_spd&limit_010,供应管理,0,初始解锁,0,1
char_208_melan,玫兰莎,2,专注·α,workshop_proc_probability_000,专注·α,0,精英 1 解锁,1,1
char_209_ardign,卡缇,1,仓库整备·α,manu_prod_spd&limit_000,仓库整备·α,0,初始解锁,0,1
char_209_ardign,卡缇,2,活泼,dorm_rec_single&oneself_000,活泼,0,精英 1 解锁,1,1
char_210_stward,史都华德,1,谈判,trade_ord_limit&cost_000,谈判,0,初始解锁,0,1
char_210_stward,史都华德,2,标准化·β,manu_prod_spd_010,标准化·β,0,精英 1 解锁,1,1
char_211_adnach,安德切尔,1,订单分发·α,trade_ord_spd_000,订单分发·α,0,初始解锁,0,1
char_211_adnach,安德切尔,2,能工巧匠,workshop_proc_probability_010,能工巧匠,0,精英 1 解锁,1,1
char_212_ansel,安赛尔,1,善解人意,dorm_rec_single_010,善解人意,0,初始解锁,0,1
char_212_ansel,安赛尔,2,药理学·α,workshop_formula_probability_110,药理学·α,0,精英 1 解锁,1,1
char_213_mostma,莫斯提马,1,线索搜集·α,meet_spd&team_000,线索搜集·α,0,初始解锁,0,1
char_213_mostma,莫斯提马,2,信使·企鹅物流,meet_spd&team_020,信使·企鹅物流,1,精英 2 提升,2,1
char_214_kafka,卡夫卡,1,手工艺品·α,trade_ord_wt&cost_001,手工艺品·α,0,初始解锁,0,1
char_214_kafka,卡夫卡,2,手工艺品·β,trade_ord_wt&cost_011,手工艺品·β,1,精英 2 提升,2,1
char_215_mantic,狮蝎,1,特种专精·α,train_spd&profession_080,特种专精·α,0,初始解锁,0,1
char_215_mantic,狮蝎,2,特种专精·β,train_spd&profession_081,特种专精·β,1,精英 2 提升,2,1
char_218_cuttle,安哲拉,1,独处,dorm_rec_oneself_000,独处,0,初始解锁,0,1
char_218_cuttle,安哲拉,2,麻烦回避者,dorm_rec_oneself_011,麻烦回避者,1,精英 2 提升,2,1
char_219_meteo,陨星,1,爆破材料学·α,workshop_formula_probability_112,爆破材料学·α,0,初始解锁,0,1
char_219_meteo,陨星,2,爆破材料学·β,workshop_formula_probability_122,爆破材料学·β,1,精英 2 提升,2,1
char_220_grani,格拉尼,1,先锋专精·α,train_spd&profession_010,先锋专精·α,0,初始解锁,0,1
char_220_grani,格拉尼,2,先锋专精·β,train_spd&profession_011,先锋专精·β,1,精英 2 提升,2,1
char_222_bpipe,风笛,1,牧歌,dorm_rec_all&oneself_021,牧歌,0,初始解锁,0,1
char_222_bpipe,风笛,2,训练有素,workshop_formula_probability_310,训练有素,0,精英 2 解锁,2,1
char_225_haak,阿,1,神经质,control_clue_cost_000,神经质,0,初始解锁,0,1
char_225_haak,阿,2,精准手术,train_spd&profession_170,精准手术,0,精英 2 解锁,2,1
char_226_hmau,吽,1,能工巧匠,workshop_proc_probability_010,能工巧匠,0,初始解锁,0,1
char_226_hmau,吽,2,坚毅随和,control_mp_cost&faction2_000,坚毅随和,0,精英 2 解锁,2,1
char_230_savage,暴行,1,技巧理论,workshop_formula_probability_000,技巧理论,0,初始解锁,0,1
char_230_savage,暴行,2,烹饪,dorm_rec_single&oneself_011,烹饪,0,精英 2 解锁,2,1
char_235_jesica,杰西卡,1,标准化·β,manu_prod_spd_010,标准化·β,0,初始解锁,0,1
char_235_jesica,杰西卡,2,联络员,meet_spd&team_030,联络员,0,精英 1 解锁,1,1
char_236_rope,暗索,1,线索搜集·β,meet_spd_020,线索搜集·β,0,初始解锁,0,1
char_236_rope,暗索,2,谈判,trade_ord_limit&cost_000,谈判,0,精英 1 解锁,1,1
char_237_gravel,砾,1,专注·α,workshop_proc_probability_000,专注·α,0,初始解锁,0,1
char_237_gravel,砾,2,金属工艺·β,manu_formula_spd_110,金属工艺·β,0,精英 1 解锁,1,1
char_240_wyvern,香草,1,标准化·β,manu_prod_spd_010,标准化·β,0,初始解锁,0,1
char_240_wyvern,香草,2,订单分发·α,trade_ord_spd_000,订单分发·α,0,精英 1 解锁,1,1
char_241_panda,食铁兽,1,作战指导录像,manu_formula_spd_010,作战指导录像,0,初始解锁,0,1
char_241_panda,食铁兽,2,拳术指导录像,manu_formula_spd_020,拳术指导录像,1,精英 2 提升,2,1
char_242_otter,梅尔,1,咪波·加工型,workshop_proc_probability_030,咪波·加工型,0,初始解锁,0,1
char_242_otter,梅尔,2,咪波·制造型,manu_prod_spd_020,咪波·制造型,0,精英 2 解锁,2,1
char_243_waaifu,槐琥,1,团队精神,manu_cost_all_000,团队精神,0,初始解锁,0,1
char_243_waaifu,槐琥,2,配合意识,manu_prod_spd_variable2_000,配合意识,0,精英 2 解锁,2,1
char_245_cello,塑心,1,无声共鸣,dorm_bd_num_000,无声共鸣,0,初始解锁,0,1
char_245_cello,塑心,2,无词颂歌,dorm_rec_all&bd_000,无词颂歌,0,精英 2 解锁,2,1
char_248_mgllan,麦哲伦,1,多功能测绘仪,workshop_proc_probability_011,多功能测绘仪,0,初始解锁,0,1
char_248_mgllan,麦哲伦,2,龙腾式无人机,workshop_formula_cost_000,龙腾式无人机,0,精英 2 解锁,2,1
char_249_mlyss,缪尔赛思,1,天生丽质,dorm_rec_all&oneself_022,天生丽质,0,初始解锁,0,1
char_249_mlyss,缪尔赛思,2,生态科主任,power_rec_rhine_000,生态科主任,0,精英 2 解锁,2,1
char_250_phatom,傀影,1,特种专精·α,train_spd&profession_080,特种专精·α,0,初始解锁,0,1
char_250_phatom,傀影,2,假面魅影,train_spd&profession_180,假面魅影,1,精英 2 提升,2,1
char_252_bibeak,柏喙,1,裁缝·α,trade_ord_wt&cost_000,裁缝·α,0,初始解锁,0,1
char_252_bibeak,柏喙,2,裁缝·β,trade_ord_wt&cost_010,裁缝·β,1,精英 2 提升,2,1
char_253_greyy,格雷伊,1,静电场,power_rec_spd_020,静电场,0,初始解锁,0,1
char_253_greyy,格雷伊,2,能工巧匠,workshop_proc_probability_010,能工巧匠,0,精英 1 解锁,1,1
char_254_vodfox,巫恋,1,裁缝·α,trade_ord_wt&cost_000,裁缝·α,0,初始解锁,0,1
char_254_vodfox,巫恋,2,低语,trade_ord_vodfox_000,低语,0,精英 2 解锁,2,1
char_258_podego,波登可,1,善解人意,dorm_rec_single_010,善解人意,0,初始解锁,0,1
char_258_podego,波登可,2,疗养,dorm_rec_single_001,疗养,1,精英 1 提升,1,1
char_258_podego,波登可,3,沁人心脾,dorm_rec_all_012,沁人心脾,0,精英 1 解锁,1,1
char_260_durnar,坚雷,1,重装专精·α,train_spd&profession_030,重装专精·α,0,初始解锁,0,1
char_260_durnar,坚雷,2,零食网络,control_mp_cost_002,零食网络,0,精英 1 解锁,1,1
char_261_sddrag,苇草,1,独处,dorm_rec_oneself_000,独处,0,初始解锁,0,1
char_261_sddrag,苇草,2,替身,control_mp_cost_004,替身,0,精英 2 解锁,2,1
char_263_skadi,斯卡蒂,1,独处,dorm_rec_oneself_000,独处,0,初始解锁,0,1
char_263_skadi,斯卡蒂,2,悲歌,dorm_rec_oneself_020,悲歌,1,精英 2 提升,2,1
char_264_f12yin,山,1,内幕,hire_spd&clue2_230,内幕,0,初始解锁,0,1
char_264_f12yin,山,2,哥伦比亚史,meet_flag_010,哥伦比亚史,0,精英 2 解锁,2,1
char_265_sophia,鞭刃,1,近卫专精·α,train_spd&profession_020,近卫专精·α,0,初始解锁,0,1
char_265_sophia,鞭刃,2,教官,train_spd_0000,教官,0,精英 2 解锁,2,1
char_271_spikes,芳汀,1,“物尽其用”,workshop_formula_dorm_000,“物尽其用”,0,初始解锁,0,1
char_271_spikes,芳汀,2,“人善其事”,workshop_formula_dorm_001,“人善其事”,1,精英 1 提升,1,1
char_271_spikes,芳汀,3,“独处”,dorm_rec_oneself2_000,“独处”,0,精英 1 解锁,1,1
char_272_strong,孑,1,摊贩经济,trade_ord_limit_diff_000,摊贩经济,0,初始解锁,0,1
char_272_strong,孑,2,市井之道,trade_ord_limit_count_000,市井之道,0,精英 1 解锁,1,1
char_274_astesi,星极,1,线索搜集·α,meet_spd&team_000,线索搜集·α,0,初始解锁,0,1
char_274_astesi,星极,2,星象学,meet_spd&team_110,星象学,1,精英 2 提升,2,1
char_275_breeze,微风,1,线索搜集·α,meet_spd&team_000,线索搜集·α,0,初始解锁,0,1
char_275_breeze,微风,2,没落贵族,meet_spd&team_071,没落贵族,1,精英 2 提升,2,1
char_277_sqrrel,阿消,1,工程学,workshop_formula_probability_200,工程学,0,初始解锁,0,1
char_277_sqrrel,阿消,2,设备维护,power_rec_spd_010,设备维护,0,精英 1 解锁,1,1
char_278_orchid,梓兰,1,心理学,hire_spd_020,心理学,0,初始解锁,0,1
char_278_orchid,梓兰,2,供应管理,trade_ord_spd&limit_010,供应管理,0,精英 1 解锁,1,1
char_279_excu,送葬人,1,狙击专精·α,train_spd&profession_040,狙击专精·α,0,初始解锁,0,1
char_279_excu,送葬人,2,清理协议,control_mp_cost_003,清理协议,0,精英 2 解锁,2,1
char_281_popka,泡普卡,1,麻烦制造者,manu_prod_spd&limit&cost_010,麻烦制造者,0,初始解锁,0,1
char_281_popka,泡普卡,2,和谐,dorm_rec_single&oneself_020,和谐,0,精英 1 解锁,1,1
char_282_catap,空爆,1,交际,trade_ord_spd&cost_000,交际,0,初始解锁,0,1
char_282_catap,空爆,2,爆破材料学·β,workshop_formula_probability_122,爆破材料学·β,0,精英 1 解锁,1,1
char_283_midn,月见夜,1,交际,trade_ord_spd&cost_000,交际,0,初始解锁,0,1
char_283_midn,月见夜,2,源石工艺·α,manu_formula_spd_200,源石工艺·α,0,精英 1 解锁,1,1
char_284_spot,斑点,1,能工巧匠,workshop_proc_probability_010,能工巧匠,0,初始解锁,0,1
char_284_spot,斑点,2,金属工艺·α,manu_formula_spd_100,金属工艺·α,0,精英 1 解锁,1,1
char_285_medic2,Lancet-2,1,备用能源,power_rec_spd_000,备用能源,0,初始解锁,0,1
char_285_medic2,Lancet-2,2,医疗服务,dorm_rec_single_000,医疗服务,0,等级 30 解锁,0,30
char_286_cast3,Castle-3,1,备用能源,power_rec_spd_000,备用能源,0,初始解锁,0,1
char_286_cast3,Castle-3,2,作战指导录像,manu_formula_spd_010,作战指导录像,0,等级 30 解锁,0,30
char_289_gyuki,缠丸,1,技巧理论,workshop_formula_probability_000,技巧理论,0,初始解锁,0,1
char_289_gyuki,缠丸,2,订单分发·β,trade_ord_spd_001,订单分发·β,0,精英 1 解锁,1,1
char_290_vigna,红豆,1,作战指导录像,manu_formula_spd_010,作战指导录像,0,初始解锁,0,1
char_290_vigna,红豆,2,先锋专精·β,train_spd&profession_011,先锋专精·β,0,精英 1 解锁,1,1
char_291_aglina,安洁莉娜,1,线索搜集·α,meet_spd&team_000,线索搜集·α,0,初始解锁,0,1
char_291_aglina,安洁莉娜,2,信使·罗德岛制药,meet_spd&team_060,信使·罗德岛制药,1,精英 2 提升,2,1
char_293_thorns,棘刺,1,“炼金术”,workshop_proc_probability_012,“炼金术”,0,初始解锁,0,1
char_293_thorns,棘刺,2,“爆炸艺术”,workshop_formula_recovery_000,“爆炸艺术”,0,精英 2 解锁,2,1
char_294_ayer,断崖,1,线索搜集·α,meet_spd_000,线索搜集·α,0,初始解锁,0,1
char_294_ayer,断崖,2,线索搜集·β,meet_spd_020,线索搜集·β,1,精英 2 提升,2,1
char_297_hamoni,和弦,1,独处,dorm_rec_oneself_000,独处,0,初始解锁,0,1
char_297_hamoni,和弦,2,双面间谍,meet_spd&cost_condChar_000,双面间谍,0,精英 2 解锁,2,1
char_298_susuro,苏苏洛,1,医疗专精·α,train_spd&profession_070,医疗专精·α,0,初始解锁,0,1
char_298_susuro,苏苏洛,2,药理学·β,workshop_formula_probability_120,药理学·β,0,精英 1 解锁,1,1
char_300_phenxi,菲亚梅塔,1,自律,dorm_recExcludeOther_000,自律,0,初始解锁,0,1
char_300_phenxi,菲亚梅塔,2,患难之交,dorm_exchangeAp_000,患难之交,0,初始解锁,0,1
char_301_cutter,刻刀,1,特训记录,workshop_formula_probability_300,特训记录,0,初始解锁,0,1
char_301_cutter,刻刀,2,淡泊,workshop_formula_cost3_300,淡泊,0,精英 1 解锁,1,1
char_302_glaze,安比尔,1,慵懒,dorm_rec_all&oneself_000,慵懒,0,初始解锁,0,1
char_302_glaze,安比尔,2,订单分发·β,trade_ord_spd_001,订单分发·β,0,精英 1 解锁,1,1
char_304_zebra,暴雨,1,护卫,control_mp_cost_006,护卫,0,初始解锁,0,1
char_304_zebra,暴雨,2,重装专精·α,train_spd&profession2_030,重装专精·α,0,初始解锁,0,1
char_304_zebra,暴雨,3,阵地经验,train_spd&profession2_230,阵地经验,1,精英 2 提升,2,1
char_306_leizi,惊蛰,1,至察,control_clue_cost_010,至察,0,初始解锁,0,1
char_306_leizi,惊蛰,2,断事如神,control_clue_cost_011,断事如神,1,精英 2 提升,2,1
char_308_swire,诗怀雅,1,大小姐,control_tra_spd_010,大小姐,0,初始解锁,0,1
char_308_swire,诗怀雅,2,教官,train_spd_000,教官,0,精英 2 解锁,2,1
char_311_mudrok,泥岩,1,执著,workshop_formula_cost4_000,执著,0,初始解锁,0,1
char_311_mudrok,泥岩,2,DIY·源岩,workshop_formula_device_050,DIY·源岩,0,精英 2 解锁,2,1
char_322_lmlee,老鲤,1,浮生得闲,control_allCost_condChar_000,浮生得闲,0,初始解锁,0,1
char_322_lmlee,老鲤,2,世事洞明,control_upMeetingSpeed_000,世事洞明,0,精英 2 解锁,2,1
char_325_bison,拜松,1,峯驰物流,trade_ord_spd&limit_032,峯驰物流,0,初始解锁,0,1
char_325_bison,拜松,2,少当家,trade_ord_spd&limit_033,少当家,1,精英 2 提升,2,1
char_326_glacus,格劳克斯,1,电磁充能·α,power_rec_spd_003,电磁充能·α,0,初始解锁,0,1
char_326_glacus,格劳克斯,2,电磁充能·β,power_rec_spd_015,电磁充能·β,1,精英 2 提升,2,1
char_328_cammou,卡达,1,Vlog,manu_formula_cost_000,Vlog,0,初始解锁,0,1
char_328_cammou,卡达,2,剪辑·β,manu_formula_limit_010,剪辑·β,0,精英 1 解锁,1,1
char_332_archet,空弦,1,虔诚筹款·α,trade_ord_spd&dorm&lv_000,虔诚筹款·α,0,初始解锁,0,1
char_332_archet,空弦,2,虔诚筹款·β,trade_ord_spd&dorm&lv_010,虔诚筹款·β,1,精英 2 提升,2,1
char_333_sidero,铸铁,1,近卫专精·α,train_spd&profession2_020,近卫专精·α,0,初始解锁,0,1
char_333_sidero,铸铁,2,尽心尽力,train_spd&profession2_320,尽心尽力,1,精英 2 提升,2,1
char_336_folivo,稀音,1,延时摄影,manu_prod_spd_addition_041,延时摄影,0,初始解锁,0,1
char_336_folivo,稀音,2,剪辑·α,manu_formula_limit_0000,剪辑·α,0,精英 2 解锁,2,1
char_337_utage,宴,1,心理学,hire_spd_020,心理学,0,初始解锁,0,1
char_337_utage,宴,2,线索搜集·β,meet_spd_020,线索搜集·β,0,精英 1 解锁,1,1
char_338_iris,爱丽丝,1,睡前故事,dorm_rec_bd_n1_n2_000,睡前故事,0,初始解锁,0,1
char_338_iris,爱丽丝,2,梦境呓语,dorm_rec_bd_n1_000,梦境呓语,0,精英 2 解锁,2,1
char_340_shwaz,黑,1,沏茶,dorm_rec_single_P_000,沏茶,0,初始解锁,0,1
char_340_shwaz,黑,2,黑矢,train_spd&profession_140,黑矢,0,精英 2 解锁,2,1
char_341_sntlla,寒檀,1,降生于冰寒,dorm_rec_single_power_000,降生于冰寒,0,初始解锁,0,1
char_341_sntlla,寒檀,2,雪祀候补,train_spd_power_000,雪祀候补,0,精英 2 解锁,2,1
char_343_tknogi,月禾,1,天灾信使·α,hire_spd&clue_010,天灾信使·α,0,初始解锁,0,1
char_343_tknogi,月禾,2,洞悉人心,hire_spd&clue_100,洞悉人心,1,精英 2 提升,2,1
char_344_beewax,蜜蜡,1,术师专精·α,train_spd&profession_050,术师专精·α,0,初始解锁,0,1
char_344_beewax,蜜蜡,2,术师专精·β,train_spd&profession_051,术师专精·β,1,精英 2 提升,2,1
char_345_folnic,亚叶,1,毒理学·α,workshop_formula_probability_111,毒理学·α,0,初始解锁,0,1
char_345_folnic,亚叶,2,一丝不苟,workshop_formula_cost3_100,一丝不苟,0,精英 2 解锁,2,1
char_346_aosta,奥斯塔,1,灵感,workshop_formula_cost3_110,灵感,0,初始解锁,0,1
char_346_aosta,奥斯塔,2,DIY·聚酸酯,workshop_formula_device_030,DIY·聚酸酯,0,精英 2 解锁,2,1
char_347_jaksel,杰克,1,活泼,dorm_rec_single&oneself_000,活泼,0,初始解锁,0,1
char_347_jaksel,杰克,2,线索搜集·β,meet_spd_0020,线索搜集·β,0,精英 1 解锁,1,1
char_348_ceylon,锡兰,1,学者,workshop_formula_probability_129,学者,0,初始解锁,0,1
char_348_ceylon,锡兰,2,源石研究,manu_formula_spd_212,源石研究,0,精英 2 解锁,2,1
char_349_chiave,贾维,1,灵感,workshop_formula_cost3_110,灵感,0,初始解锁,0,1
char_349_chiave,贾维,2,DIY·装置,workshop_formula_device_000,DIY·装置,0,精英 2 解锁,2,1
char_350_surtr,史尔特尔,1,近卫专精·α,train_spd&profession_020,近卫专精·α,0,初始解锁,0,1
char_350_surtr,史尔特尔,2,剑术记忆,train_spd&profession_120,剑术记忆,1,精英 2 提升,2,1
char_355_ethan,伊桑,1,WRITER,hire_spd_030,WRITER,0,初始解锁,0,1
char_355_ethan,伊桑,2,隐形的美食家,dorm_rec_oneself_030,隐形的美食家,0,精英 1 解锁,1,1
char_356_broca,布洛卡,1,近卫专精·α,train_spd&profession_020,近卫专精·α,0,初始解锁,0,1
char_356_broca,布洛卡,2,近卫专精·β,train_spd&profession_021,近卫专精·β,1,精英 2 提升,2,1
char_358_lisa,铃兰,1,辅助专精·α,train_spd&profession_060,辅助专精·α,0,初始解锁,0,1
char_358_lisa,铃兰,2,共鸣,train_spd&profession_160,共鸣,1,精英 2 提升,2,1
char_362_saga,嵯峨,1,先锋专精·α,train_spd&profession_010,先锋专精·α,0,初始解锁,0,1
char_362_saga,嵯峨,2,入世,train_spd&profession_110,入世,1,精英 2 提升,2,1
char_363_toddi,熔泉,1,熔铸,workshop_formula_cost3_111,熔铸,0,初始解锁,0,1
char_363_toddi,熔泉,2,DIY·异铁,workshop_formula_device_020,DIY·异铁,0,精英 2 解锁,2,1
char_365_aprl,四月,1,订单管理·α,trade_ord_spd&limit_000,订单管理·α,0,初始解锁,0,1
char_365_aprl,四月,2,订单管理·β,trade_ord_spd&limit_001,订单管理·β,1,精英 2 提升,2,1
char_365_aprl,四月,3,鼓舞,dorm_rec_all_000,鼓舞,0,初始解锁,0,1
char_366_acdrop,酸糖,1,B-girl,hire_spd_031,B-girl,0,初始解锁,0,1
char_366_acdrop,酸糖,2,Give me five,dorm_rec_single&oneself_012,Give me five,0,精英 1 解锁,1,1
char_367_swllow,灰喉,1,必要责任,control_mp_cost_005,必要责任,0,初始解锁,0,1
char_367_swllow,灰喉,2,独处,dorm_rec_oneself_000,独处,0,精英 2 解锁,2,1
char_369_bena,贝娜,1,“可靠”助手,manu_prod_spd&limit&cost_020,“可靠”助手,0,初始解锁,0,1
char_369_bena,贝娜,2,裁缝·α,trade_ord_wt&cost_000,裁缝·α,0,精英 2 解锁,2,1
char_373_lionhd,莱恩哈特,1,结构力学,workshop_formula_probability_220,结构力学,0,初始解锁,0,1
char_373_lionhd,莱恩哈特,2,选矿学,workshop_formula_cost3_220,选矿学,0,精英 2 解锁,2,1
char_376_therex,THRM-EX,1,备用能源,power_rec_spd_000,备用能源,0,初始解锁,0,1
char_376_therex,THRM-EX,2,热情澎湃,power_rec_spd&cost_000,热情澎湃,0,等级 30 解锁,0,30
char_377_gdglow,澄闪,1,电磁充能·α,power_rec_spd_003,电磁充能·α,0,初始解锁,0,1
char_377_gdglow,澄闪,2,电荷释放,power_rec_spd_023,电荷释放,1,精英 2 提升,2,1
char_378_asbest,石棉,1,特立独行,manu_prod_spd&limit&cost_011,特立独行,0,初始解锁,0,1
char_378_asbest,石棉,2,探险者,manu_prod_limit&cost_020,探险者,0,精英 2 解锁,2,1
char_379_sesa,慑砂,1,极简实用主义,workshop_formula_cost3_120,极简实用主义,0,初始解锁,0,1
char_379_sesa,慑砂,2,工业设计,workshop_formula_probability_119,工业设计,0,精英 2 解锁,2,1
char_381_bubble,泡泡,1,囤积者,manu_prod_limit&cost_010,囤积者,0,初始解锁,0,1
char_381_bubble,泡泡,2,大就是好！,manu_prod_spd_variable3_000,大就是好！,0,精英 1 解锁,1,1
char_383_snsant,雪雉,1,天道酬勤·α,trade_ord_spd_variable2_000,天道酬勤·α,0,初始解锁,0,1
char_383_snsant,雪雉,2,天道酬勤·β,trade_ord_spd_variable2_001,天道酬勤·β,1,精英 2 提升,2,1
char_385_finlpp,清流,1,清洁能源,power_rec_spd_011,清洁能源,0,初始解锁,0,1
char_385_finlpp,清流,2,再生能源,manu_prod_spd&trade_000,再生能源,0,精英 1 解锁,1,1
char_388_mint,薄绿,1,术师专精·α,train_spd&profession2_050,术师专精·α,0,初始解锁,0,1
char_388_mint,薄绿,2,博览群书,train_spd&profession2_250,博览群书,1,精英 2 提升,2,1
char_388_mint,薄绿,3,地质学·α,manu_formula_spd_201,地质学·α,0,精英 1 解锁,1,1
char_391_rosmon,迷迭香,1,超感,manu_prod_spd_bd_n1_000,超感,0,初始解锁,0,1
char_391_rosmon,迷迭香,2,念力,manu_prod_spd_bd_000,念力,0,初始解锁,0,1
char_391_rosmon,迷迭香,3,意识实体,manu_prod_spd_bd_010,意识实体,1,精英 2 提升,2,1
char_394_hadiya,哈蒂娅,1,近卫专精·α,train_spd&profession2_321,近卫专精·α,0,初始解锁,0,1
char_394_hadiya,哈蒂娅,2,勇气传承,train_spd&profession2_322,勇气传承,1,精英 2 提升,2,1
char_400_weedy,温蒂,1,自动化·β,manu_prod_spd&power_010,自动化·β,0,初始解锁,0,1
char_400_weedy,温蒂,2,仿生海龙,manu_prod_spd&power_020,仿生海龙,1,精英 2 提升,2,1
char_4000_jnight,正义骑士号,1,备用能源,power_rec_spd_000,备用能源,0,初始解锁,0,1
char_4000_jnight,正义骑士号,2,“滴滴，启动！”,power_prod_spd_P_000,“滴滴，启动！”,0,等级 30 解锁,0,30
char_4004_pudd,布丁,1,设备维护,power_rec_spd_010,设备维护,0,初始解锁,0,1
char_4004_pudd,布丁,2,超频,control_token_prod_spd_000,超频,0,精英 1 解锁,1,1
char_4006_melnte,玫拉,1,狙击专精·α,train_spd&profession2_040,狙击专精·α,0,初始解锁,0,1
char_4006_melnte,玫拉,2,最终调试,train_spd&profession2_630,最终调试,1,精英 2 提升,2,1
char_4009_irene,艾丽妮,1,剑与手炮,train_spd_doubleProf_000,剑与手炮,0,初始解锁,0,1
char_4009_irene,艾丽妮,2,精神锻炼,train_spd_reduceTime_000,精神锻炼,0,精英 2 解锁,2,1
char_401_elysm,极境,1,通讯员,meet_team_060,通讯员,0,初始解锁,0,1
char_401_elysm,极境,2,插旗,meet_flag_060,插旗,0,精英 2 解锁,2,1
char_4010_etlchi,隐德来希,1,无瑕心·α,dorm_hireToRecAll_001,无瑕心·α,0,初始解锁,0,1
char_4010_etlchi,隐德来希,2,无瑕心·β,dorm_hireToRecAll_021,无瑕心·β,1,精英 2 提升,2,1
char_4011_lessng,止颂,1,苦修之律,workshop_formula_cost4_010,苦修之律,0,初始解锁,0,1
char_4011_lessng,止颂,2,虔修之律,workshop_formula_cost4_011,虔修之律,1,精英 2 提升,2,1
char_4011_lessng,止颂,3,巫妖学识,workshop_formula_probability_139,巫妖学识,0,精英 2 解锁,2,1
char_4013_kjera,耶拉,1,线索搜集·α,meet_spd&team_000,线索搜集·α,0,初始解锁,0,1
char_4013_kjera,耶拉,2,雪境守望,meet_spd&team_041,雪境守望,1,精英 2 提升,2,1
char_4013_kjera,耶拉,3,耶拉冈德,meet_flag_040,耶拉冈德,0,精英 2 解锁,2,1
char_4014_lunacu,子月,1,幼狼情性,dorm_rec_oneself_001,幼狼情性,0,初始解锁,0,1
char_4014_lunacu,子月,2,荒野生存,workshop_formula_probability_011,荒野生存,0,精英 2 解锁,2,1
char_4015_spuria,空构,1,技术交流·α,power_rec_spd&addition_000,技术交流·α,0,初始解锁,0,1
char_4015_spuria,空构,2,技术交流·β,power_rec_spd&addition_001,技术交流·β,1,精英 2 提升,2,1
char_4015_spuria,空构,3,外卖水果挞,power_rec_spd&cost_010,外卖水果挞,0,初始解锁,0,1
char_4016_kazema,风丸,1,化影,meet_spd_010,化影,0,初始解锁,0,1
char_4016_kazema,风丸,2,得心应手,meet_spd_condChar_000,得心应手,0,精英 2 解锁,2,1
char_4017_puzzle,谜图,1,线索搜集·α,meet_spd&team_000,线索搜集·α,0,初始解锁,0,1
char_4017_puzzle,谜图,2,情报分析,meet_spd_notOwned_001,情报分析,0,精英 2 解锁,2,1
char_4019_ncdeer,九色鹿,1,因果,workshop_formula_bonus1_000,因果,0,初始解锁,0,1
char_4019_ncdeer,九色鹿,2,业报,workshop_formula_bonus2_000,业报,0,精英 2 解锁,2,1
char_402_tuye,图耶,1,物流规划·α,trade_ord_spd&gold_000,物流规划·α,0,初始解锁,0,1
char_402_tuye,图耶,2,物流规划·β,trade_ord_spd&gold_010,物流规划·β,1,精英 2 提升,2,1
char_4023_rfalcn,红隼,1,战纹,control_dorm_rec_001,战纹,0,初始解锁,0,1
char_4023_rfalcn,红隼,2,捍卫之道,control_mp_cost_011,捍卫之道,0,精英 2 解锁,2,1
char_4025_aprot2,暮落,1,重装专精·α,train_spd&profession3_130,重装专精·α,0,初始解锁,0,1
char_4025_aprot2,暮落,2,实战技巧：驭法铁卫,train_spd&profession3_131,实战技巧：驭法铁卫,1,精英 2 提升,2,1
char_4026_vulpis,忍冬,1,线索搜集·α,meet_spd_1000,线索搜集·α,0,初始解锁,0,1
char_4026_vulpis,忍冬,2,线索搜集·β,meet_spd_1010,线索搜集·β,1,精英 2 提升,2,1
char_4026_vulpis,忍冬,3,杀手的假期,meet_spd&bd_100,杀手的假期,0,精英 2 解锁,2,1
char_4027_heyak,霍尔海雅,1,“职业操守”·α,meet_spd&cost_condChar_001,“职业操守”·α,0,初始解锁,0,1
