skill_id,clause,name,kind,family,target,condition,value_milli,status,control_capability,template_id,params
dorm_rec_single_P_002,1,毒剂师之友,recover,dorm_single,进驻宿舍时，使该宿舍内心情未满的某个干员每小时恢,如果目标是蓝毒，则恢复效果额外+0.45,550,complex,,M09,target_policy=minimum_unfull_exclude_provider;stacking=same_kind_max;partial_mode=apply;partial=true
dorm_rec_single_P_002,2,毒剂师之友,recover,dorm_single,进驻宿舍时，使该宿舍内心情未满的某个干员每小时恢,如果目标是蓝毒，则恢复效果额外+0.45,450,complex,,M09,target_policy=minimum_unfull_exclude_provider;stacking=same_kind_max;partial_mode=apply;partial=true
dorm_rec_single_power_000,1,降生于冰寒,recover,dorm_single,进驻宿舍时，使该宿舍内除自身以外心情未满的某个干,如果目标是萨米干员，则恢复效果额外+0.45,550,complex,,M09,target_policy=minimum_unfull_exclude_provider;stacking=same_kind_max;partial_mode=apply;partial=true
dorm_rec_single_power_000,2,降生于冰寒,recover,dorm_single,进驻宿舍时，使该宿舍内除自身以外心情未满的某个干,如果目标是萨米干员，则恢复效果额外+0.45,450,complex,,M09,target_policy=minimum_unfull_exclude_provider;stacking=same_kind_max;partial_mode=apply;partial=true
dorm_rec_single_power_001,1,圣城趣事通,recover,dorm_single,进驻宿舍时，使该宿舍内除自身以外心情未满的某个干,如果目标是拉特兰干员，则恢复效果额外+0.45,550,complex,,M09,target_policy=minimum_unfull_exclude_provider;stacking=same_kind_max;partial_mode=apply;partial=true
dorm_rec_single_power_001,2,圣城趣事通,recover,dorm_single,进驻宿舍时，使该宿舍内除自身以外心情未满的某个干,如果目标是拉特兰干员，则恢复效果额外+0.45,450,complex,,M09,target_policy=minimum_unfull_exclude_provider;stacking=same_kind_max;partial_mode=apply;partial=true
dorm_rec_single_power_100,1,天生乐天派,recover,dorm_single,进驻宿舍时，使该宿舍内除自身以外心情未满的某个干,,550,complex,,M09,target_policy=minimum_unfull_exclude_provider;stacking=same_kind_max;partial_mode=apply;partial=true
dorm_rec_toone_000,1,头号陪练,recover,dorm_meta,进驻宿舍时，推进之王对该宿舍中格拉斯哥帮干员恢复效果额外+0.3,,300,complex,,M17,boost_provider=推进之王;boost_group=dorm_group;stacking=sum;partial_mode=apply;partial=true
hire_spd_cost&char_000,1,圣女声望,drain,self,self,,-250,auto,,M07a,stacking=sum;partial=false
hire_spd_cost&char_001,1,雪境归心,drain,self,self,,-250,auto,,M07a,stacking=sum;partial=false
hire_spd_cost&clue_000,1,救援队·保证体力,drain,self,self,招募位,-100,complex,,M07a,stacking=sum;partial_mode=apply;partial=true;basis=recruit_slot
hire_spd_cost_100,1,救援队·珠算,drain,self,self,,-250,auto,,M07a,stacking=sum;partial=false
hire_spd_cost_101,1,宫廷礼仪,drain,self,self,,-250,auto,,M07a,stacking=sum;partial=false
hire_spd_cost_110,1,救援队·资源清点,drain,self,self,,-250,auto,,M07a,stacking=sum;partial=false
hire_spd_cost_111,1,特殊渠道,drain,self,self,,-250,auto,,M07a,stacking=sum;partial=false
hire_spd_cost_112,1,踏坊寻味·α,drain,self,self,,-250,auto,,M07a,stacking=sum;partial=false
hire_spd_cost_120,1,威权谕使,drain,self,self,,-250,auto,,M07a,stacking=sum;partial=false
hire_spd_cost_121,1,踏坊寻味·β,drain,self,self,,-250,auto,,M07a,stacking=sum;partial=false
hire_spd_cost_200,1,准时下班,drain,self,self,,2000,auto,,M07a,stacking=sum;partial=false
hire_spd_cost_210,1,法为正典,drain,self,self,,500,auto,,M07a,stacking=sum;partial=false
hire_spd_cost_220,1,永不停歇·α,drain,self,self,,1000,auto,,M07a,stacking=sum;partial=false
hire_spd_cost_230,1,永不停歇·β,drain,self,self,,1000,auto,,M07a,stacking=sum;partial=false
manu_cost_000,1,春雷响，万物长,drain,room,self,,-100,auto,,M05,include_self=true;stacking=sum;partial=false
manu_cost_all_000,1,团队精神,recover,immune,进驻制造站时，消除当前制造站内所有干员自身心情消,消除…自身心情消耗的影响,,complex,,M13,filter=all;partial_mode=hold;partial=true
manu_formula_cost_000,1,Vlog,drain,self,self,,-250,auto,,M07a,stacking=sum;partial=false
manu_formula_spd&cost_000,1,小奇思,drain,self,self,,250,auto,,M07a,stacking=sum;partial=false
manu_formula_spd&cost_001,1,净味香氛,drain,self,self,,250,auto,,M07a,stacking=sum;partial=false
manu_formula_spd&cost_bd_000,1,挑大梁,drain,self,self,每有,-150,complex,,M07a,stacking=sum;partial_mode=apply;partial=true
manu_formula_spd&limit&cost_000,1,镜中影,drain,self,self,,-250,auto,,M07a,stacking=sum;partial=false
manu_formula_spd&limit&cost_010,1,戏中人,drain,self,self,,-250,auto,,M07a,stacking=sum;partial=false
manu_formula_spd&limit&cost_100,1,“连轴转”,drain,self,self,,250,auto,,M07a,stacking=sum;partial=false
manu_prod_limit&cost_000,1,拾荒者,drain,self,self,,-250,auto,,M07a,stacking=sum;partial=false
manu_prod_limit&cost_0000,1,拾荒者,drain,self,self,,-250,auto,,M07a,stacking=sum;partial=false
manu_prod_limit&cost_001,1,磐蟹·阿盘,drain,self,self,,-250,auto,,M07a,stacking=sum;partial=false
manu_prod_limit&cost_002,1,“都想要”,drain,self,self,,-250,auto,,M07a,stacking=sum;partial=false
manu_prod_limit&cost_003,1,智慧之境,drain,self,self,,-250,auto,,M07a,stacking=sum;partial=false
manu_prod_limit&cost_010,1,囤积者,drain,self,self,,-250,auto,,M07a,stacking=sum;partial=false
manu_prod_limit&cost_011,1,无畏豪情,drain,self,self,,-250,auto,,M07a,stacking=sum;partial=false
manu_prod_limit&cost_012,1,午休好去处,drain,self,self,,-250,auto,,M07a,stacking=sum;partial=false
manu_prod_limit&cost_020,1,探险者,drain,self,self,,-250,auto,,M07a,stacking=sum;partial=false
manu_prod_limit&cost_021,1,掘进工程,drain,self,self,,-250,auto,,M07a,stacking=sum;partial=false
manu_prod_limit&cost_1020,1,收纳达人,drain,self,self,,-250,auto,,M07a,stacking=sum;partial=false
manu_prod_spd&limit&cost_000,1,工匠精神·α,drain,self,self,,-150,auto,,M07a,stacking=sum;partial=false
manu_prod_spd&limit&cost_001,1,工匠精神·β,drain,self,self,,-250,auto,,M07a,stacking=sum;partial=false
manu_prod_spd&limit&cost_010,1,麻烦制造者,drain,self,self,,250,auto,,M07a,stacking=sum;partial=false
manu_prod_spd&limit&cost_011,1,特立独行,drain,self,self,,250,auto,,M07a,stacking=sum;partial=false
manu_prod_spd&limit&cost_020,1,“可靠”助手,drain,self,self,,-250,auto,,M07a,stacking=sum;partial=false
manu_prod_spd&limit&cost_100,1,量体裁衣,drain,self,self,,250,auto,,M07a,stacking=sum;partial=false
manu_prod_spd&limit&cost_101,1,虔信,drain,self,self,,250,auto,,M07a,stacking=sum;partial=false
manu_prod_spd&limit&cost_110,1,独当一面,drain,self,self,,250,auto,,M07a,stacking=sum;partial=false
meet_spd&bd_000,1,远见,drain,self,self,,500,auto,,M07a,stacking=sum;partial=false
meet_spd&bd_010,1,未来之途,drain,self,self,,500,auto,,M07a,stacking=sum;partial=false
meet_spd&cost_100,1,逻辑推理,drain,self,self,,2000,auto,,M07a,stacking=sum;partial=false
meet_spd&cost_condChar_000,1,双面间谍,drain,self,self,如果,2000,complex,,M07a,stacking=sum;partial_mode=apply;partial=true
meet_spd&cost_condChar_001,1,“职业操守”·α,drain,self,self,如果,1000,complex,,M07a,stacking=sum;partial_mode=apply;partial=true
meet_spd&cost_condChar_002,1,我自己的愿望,drain,self,self,如果,2000,complex,,M07a,stacking=sum;partial_mode=apply;partial=true
meet_spd&cost_condChar_011,1,“职业操守”·β,drain,self,self,如果,1000,complex,,M07a,stacking=sum;partial_mode=apply;partial=true
meet_spd&cost_condChar_020,1,专业经理·α,drain,self,self,如果,1000,complex,,M07a,stacking=sum;partial_mode=apply;partial=true
meet_spd&cost_condChar_021,1,专业经理·β,drain,self,self,如果,1000,complex,,M07a,stacking=sum;partial_mode=apply;partial=true
meet_spd&sami_000,1,冰原游弋,drain,self,self,,500,auto,,M07a,stacking=sum;partial=false
meet_spd&sami_100,1,人情练达,drain,self,self,,500,auto,,M07a,stacking=sum;partial=false
power_rec_spd&cost_000,1,热情澎湃,drain,self,self,,-520,auto,,M07a,stacking=sum;partial=false
power_rec_spd&cost_010,1,外卖水果挞,drain,self,self,,-300,auto,,M07a,stacking=sum;partial=false
trade_cost&bd2_000,1,跋山涉水,drain,room,进驻贸易站时，贸易站内全体干员每小时心情消耗-0,,-100,auto,,M05,include_self=true;stacking=sum;partial=false
trade_cost&bd2_000,2,跋山涉水,drain,room,进驻贸易站时，贸易站内全体干员每小时心情消耗-0,每有10点人间烟火,-10,complex,,M05,include_self=true;stacking=sum;partial_mode=apply;partial=true;var=人间烟火;var_per=10
trade_cost&bd2_001,1,万里传书,drain,room,进驻贸易站时，贸易站内全体干员每小时心情消耗-0,,-100,auto,,M05,include_self=true;stacking=sum;partial=false
trade_cost&bd2_001,2,万里传书,drain,room,进驻贸易站时，贸易站内全体干员每小时心情消耗-0,每有10点人间烟火,-20,complex,,M05,include_self=true;stacking=sum;partial_mode=apply;partial=true;var=人间烟火;var_per=10
trade_cost_000,1,暖场,drain,self,self,,-100,auto,,M07a,stacking=sum;partial=false
trade_ord_limit&cost_000,1,谈判,drain,self,self,,-250,auto,,M07a,stacking=sum;partial=false
trade_ord_limit&cost_P_000,1,醉翁之意·α,drain,self,self,当与,-100,complex,,M07a,stacking=sum;partial_mode=hold;partial=true
trade_ord_limit&cost_P_001,1,醉翁之意·β,drain,self,self,当与,-100,complex,,M07a,stacking=sum;partial_mode=hold;partial=true
trade_ord_limit&cost_P_010,1,默契,drain,self,self,当与,-300,complex,,M07a,stacking=sum;partial_mode=hold;partial=true
trade_ord_limit&cost_P_020,1,未偿还的债务,drain,self,self,当与,-100,complex,,M07a,stacking=sum;partial_mode=hold;partial=true
trade_ord_long_000,1,投资·α,drain,self,self,如果,-250,complex,,M07a,stacking=sum;partial_mode=hold;partial=true
trade_ord_long_010,1,投资·β,drain,self,self,如果,-250,complex,,M07a,stacking=sum;partial_mode=hold;partial=true
trade_ord_spd&cost_000,1,交际,drain,self,self,,-250,auto,,M07a,stacking=sum;partial=false
trade_ord_spd&cost_P_000,1,恩怨,drain,self,self,当与,300,complex,,M07a,stacking=sum;partial_mode=hold;partial=true
trade_ord_vodfox_000,1,低语,drain,room,self,,250,auto,,M05,include_self=true;stacking=sum;partial=false
trade_ord_wt&cost_000,1,裁缝·α,drain,self,self,,-250,auto,,M07a,stacking=sum;partial=false
trade_ord_wt&cost_001,1,手工艺品·α,drain,self,self,,-250,auto,,M07a,stacking=sum;partial=false
trade_ord_wt&cost_002,1,鉴定师的眼光,drain,self,self,,-250,auto,,M07a,stacking=sum;partial=false
trade_ord_wt&cost_003,1,懂行,drain,self,self,,-250,auto,,M07a,stacking=sum;partial=false
trade_ord_wt&cost_004,1,千金的眼光,drain,self,self,,-250,auto,,M07a,stacking=sum;partial=false
trade_ord_wt&cost_010,1,裁缝·β,drain,self,self,,-250,auto,,M07a,stacking=sum;partial=false
trade_ord_wt&cost_011,1,手工艺品·β,drain,self,self,,-250,auto,,M07a,stacking=sum;partial=false
trade_ord_wt&cost_012,1,鉴定师的手段,drain,self,self,,-250,auto,,M07a,stacking=sum;partial=false
hire_spd_cost_999,1,独立调查,drain,self,self,,-250,auto,,M07a,stacking=sum;partial=false
train_cost&profession_140,1,工作狂,drain,self,self,,1000,auto,,M07a,stacking=sum;partial=false
train_cost&profession_320,1,过量训练,drain,self,self,,1000,auto,,M07a,stacking=sum;partial=false
train_cost&profession_340,1,索然无味,drain,self,self,,1000,auto,,M07a,stacking=sum;partial=false
train_cost&profession_350,1,何须解脱,drain,self,self,,1000,auto,,M07a,stacking=sum;partial=false
train_cost&profession_360,1,变异,drain,self,self,,1000,auto,,M07a,stacking=sum;partial=false
train_cost&profession_380,1,斗争渴望,drain,self,self,,1000,auto,,M07a,stacking=sum;partial=false
train_spd_bd_000,1,与人乐,drain,self,self,,1000,auto,,M07a,stacking=sum;partial=false
train_spd_doubleProf3_100,1,兴之所至·β,drain,self,self,,1000,auto,,M07a,stacking=sum;partial=false
train_spd_power_down_000,1,“手段应当有效”,drain,self,self,,1000,auto,,M07a,stacking=sum;partial=false
dorm_rec_all_999,1,毛茸茸的抚慰,recover,dorm_group,all,,100,auto,,M08,exclude_self=false;stacking=same_kind_max;partial=false
